bucket_start,bucket_end,count,percent
53850,53900,0,0.000000
53900,53950,0,0.000000
53950,54000,0,0.000000
54000,54050,0,0.000000
54050,54100,0,0.000000
54100,54150,0,0.000000
54150,54200,0,0.000000
54200,54250,0,0.000000
54250,54300,0,0.000000
54300,54350,0,0.000000
54350,54400,0,0.000000
54400,54450,0,0.000000
54450,54500,0,0.000000
54500,54550,0,0.000000
54550,54600,0,0.000000
54600,54650,0,0.000000
54650,54700,0,0.000000
54700,54750,0,0.000000
54750,54800,0,0.000000
54800,54850,0,0.000000
54850,54900,0,0.000000
54900,54950,0,0.000000
54950,55000,0,0.000000
55000,55050,0,0.000000
55050,55100,0,0.000000
55100,55150,0,0.000000
55150,55200,0,0.000000
55200,55250,0,0.000000
55250,55300,0,0.000000
55300,55350,0,0.000000
55350,55400,0,0.000000
55400,55450,0,0.000000
55450,55500,0,0.000000
55500,55550,0,0.000000
55550,55600,0,0.000000
55600,55650,0,0.000000
55650,55700,0,0.000000
55700,55750,0,0.000000
55750,55800,0,0.000000
55800,55850,0,0.000000
55850,55900,0,0.000000
55900,55950,0,0.000000
55950,56000,0,0.000000
56000,56050,0,0.000000
56050,56100,0,0.000000
56100,56150,0,0.000000
56150,56200,0,0.000000
56200,56250,0,0.000000
56250,56300,0,0.000000
56300,56350,0,0.000000
56350,56400,0,0.000000
56400,56450,0,0.000000
56450,56500,0,0.000000
56500,56550,0,0.000000
56550,56600,0,0.000000
56600,56650,0,0.000000
56650,56700,0,0.000000
56700,56750,0,0.000000
56750,56800,0,0.000000
56800,56850,0,0.000000
56850,56900,0,0.000000
56900,56950,0,0.000000
56950,57000,0,0.000000
57000,57050,0,0.000000
57050,57100,0,0.000000
57100,57150,0,0.000000
57150,57200,0,0.000000
57200,57250,0,0.000000
57250,57300,0,0.000000
57300,57350,0,0.000000
57350,57400,0,0.000000
57400,57450,0,0.000000
57450,57500,0,0.000000
57500,57550,0,0.000000
57550,57600,0,0.000000
57600,57650,0,0.000000
57650,57700,0,0.000000
57700,57750,0,0.000000
57750,57800,0,0.000000
57800,57850,0,0.000000
57850,57900,0,0.000000
57900,57950,0,0.000000
57950,58000,0,0.000000
58000,58050,0,0.000000
58050,58100,0,0.000000
58100,58150,0,0.000000
58150,58200,0,0.000000
58200,58250,0,0.000000
58250,58300,0,0.000000
58300,58350,0,0.000000
58350,58400,0,0.000000
58400,58450,0,0.000000
58450,58500,0,0.000000
58500,58550,0,0.000000
58550,58600,0,0.000000
58600,58650,0,0.000000
58650,58700,0,0.000000
58700,58750,0,0.000000
58750,58800,0,0.000000
58800,58850,0,0.000000
58850,58900,0,0.000000
58900,58950,0,0.000000
58950,59000,0,0.000000
59000,59050,0,0.000000
59050,59100,0,0.000000
59100,59150,0,0.000000
59150,59200,0,0.000000
59200,59250,0,0.000000
59250,59300,0,0.000000
59300,59350,0,0.000000
59350,59400,0,0.000000
59400,59450,0,0.000000
59450,59500,0,0.000000
59500,59550,0,0.000000
59550,59600,0,0.000000
59600,59650,0,0.000000
59650,59700,0,0.000000
59700,59750,0,0.000000
59750,59800,0,0.000000
59800,59850,0,0.000000
59850,59900,0,0.000000
59900,59950,0,0.000000
59950,60000,0,0.000000
60000,60050,0,0.000000
60050,60100,0,0.000000
60100,60150,0,0.000000
60150,60200,0,0.000000
60200,60250,0,0.000000
60250,60300,0,0.000000
60300,60350,0,0.000000
60350,60400,0,0.000000
60400,60450,0,0.000000
60450,60500,0,0.000000
60500,60550,0,0.000000
60550,60600,0,0.000000
60600,60650,0,0.000000
60650,60700,0,0.000000
60700,60750,0,0.000000
60750,60800,0,0.000000
60800,60850,0,0.000000
60850,60900,0,0.000000
60900,60950,0,0.000000
60950,61000,0,0.000000
61000,61050,0,0.000000
61050,61100,0,0.000000
61100,61150,0,0.000000
61150,61200,0,0.000000
61200,61250,0,0.000000
61250,61300,0,0.000000
61300,61350,0,0.000000
61350,61400,0,0.000000
61400,61450,0,0.000000
61450,61500,0,0.000000
61500,61550,0,0.000000
61550,61600,0,0.000000
61600,61650,0,0.000000
61650,61700,0,0.000000
61700,61750,0,0.000000
61750,61800,0,0.000000
61800,61850,0,0.000000
61850,61900,0,0.000000
61900,61950,0,0.000000
61950,62000,0,0.000000
62000,62050,0,0.000000
62050,62100,0,0.000000
62100,62150,0,0.000000
62150,62200,0,0.000000
62200,62250,0,0.000000
62250,62300,0,0.000000
62300,62350,0,0.000000
62350,62400,0,0.000000
62400,62450,0,0.000000
62450,62500,0,0.000000
62500,62550,0,0.000000
62550,62600,0,0.000000
62600,62650,0,0.000000
62650,62700,0,0.000000
62700,62750,0,0.000000
62750,62800,0,0.000000
62800,62850,0,0.000000
62850,62900,0,0.000000
62900,62950,0,0.000000
62950,63000,0,0.000000
63000,63050,0,0.000000
63050,63100,1,0.010000
63100,63150,0,0.000000
63150,63200,0,0.000000
63200,63250,0,0.000000
63250,63300,0,0.000000
63300,63350,0,0.000000
63350,63400,0,0.000000
63400,63450,0,0.000000
63450,63500,0,0.000000
63500,63550,0,0.000000
63550,63600,0,0.000000
63600,63650,0,0.000000
63650,63700,0,0.000000
63700,63750,0,0.000000
63750,63800,0,0.000000
63800,63850,0,0.000000
63850,63900,0,0.000000
63900,63950,0,0.000000
63950,64000,0,0.000000
64000,64050,0,0.000000
64050,64100,0,0.000000
64100,64150,0,0.000000
64150,64200,0,0.000000
64200,64250,0,0.000000
64250,64300,0,0.000000
64300,64350,0,0.000000
64350,64400,0,0.000000
64400,64450,0,0.000000
64450,64500,0,0.000000
64500,64550,0,0.000000
64550,64600,0,0.000000
64600,64650,0,0.000000
64650,64700,0,0.000000
64700,64750,0,0.000000
64750,64800,0,0.000000
64800,64850,0,0.000000
64850,64900,0,0.000000
64900,64950,0,0.000000
64950,65000,0,0.000000
65000,65050,1,0.010000
65050,overflow,10,0.100000
